    2 1304    0 MOL        2   1304
                   0.0000000E+00   0.0000000E+00   6.9758290E-01   1 DU  H1   
                   0.0000000E+00   0.0000000E+00  -6.9758290E-01   1 DU  H2   
   8.8190000E-03   0.0000000E+00   0.0000000E+00   3.8723226E+00
   8.3450000E-03   8.2168310E-01   0.0000000E+00   3.7641471E+00
   8.3450000E-03   4.1084155E-01   7.1159900E-01   3.7641471E+00
   8.3450000E-03  -4.1084155E-01   7.1159900E-01   3.7641471E+00
   8.3450000E-03  -8.2168310E-01   0.0000000E+00   3.7641471E+00
   8.3450000E-03  -4.1084155E-01  -7.1159900E-01   3.7641471E+00
   8.3450000E-03   4.1084155E-01  -7.1159900E-01   3.7641471E+00
   6.9520000E-03   1.5873698E+00   0.0000000E+00   3.4469887E+00
   6.9520000E-03   1.3747020E+00   7.9368492E-01   3.4469887E+00
   6.9520000E-03   7.9368492E-01   1.3747020E+00   3.4469887E+00
   6.9520000E-03   0.0000000E+00   1.5873698E+00   3.4469887E+00
   6.9520000E-03  -7.9368492E-01   1.3747020E+00   3.4469887E+00
   6.9520000E-03  -1.3747020E+00   7.9368492E-01   3.4469887E+00
   6.9520000E-03  -1.5873698E+00   0.0000000E+00   3.4469887E+00
   6.9520000E-03  -1.3747020E+00  -7.9368492E-01   3.4469887E+00
   6.9520000E-03  -7.9368492E-01  -1.3747020E+00   3.4469887E+00
   6.9520000E-03  -0.0000000E+00  -1.5873698E+00   3.4469887E+00
   6.9520000E-03   7.9368492E-01  -1.3747020E+00   3.4469887E+00
   6.9520000E-03   1.3747020E+00  -7.9368492E-01   3.4469887E+00
   4.7380000E-03   2.2448792E+00   0.0000000E+00   2.9424640E+00
   4.7380000E-03   2.0932873E+00   8.1094378E-01   2.9424640E+00
   4.7380000E-03   1.6589867E+00   1.5123666E+00   2.9424640E+00
   4.7380000E-03   1.0006288E+00   2.0095346E+00   2.9424640E+00
   4.7380000E-03   2.0713098E-01   2.2353040E+00   2.9424640E+00
   4.7380000E-03  -6.1434047E-01   2.1591839E+00   2.9424640E+00
   4.7380000E-03  -1.3528416E+00   1.7914527E+00   2.9424640E+00
   4.7380000E-03  -1.9086346E+00   1.1817779E+00   2.9424640E+00
   4.7380000E-03  -2.2066557E+00   4.1249506E-01   2.9424640E+00
   4.7380000E-03  -2.2066557E+00  -4.1249506E-01   2.9424640E+00
   4.7380000E-03  -1.9086346E+00  -1.1817779E+00   2.9424640E+00
   4.7380000E-03  -1.3528416E+00  -1.7914527E+00   2.9424640E+00
   4.7380000E-03  -6.1434047E-01  -2.1591839E+00   2.9424640E+00
   4.7380000E-03   2.0713098E-01  -2.2353040E+00   2.9424640E+00
   4.7380000E-03   1.0006288E+00  -2.0095346E+00   2.9424640E+00
   4.7380000E-03   1.6589867E+00  -1.5123666E+00   2.9424640E+00
   4.7380000E-03   2.0932873E+00  -8.1094378E-01   2.9424640E+00
   1.9060000E-03   2.7494058E+00   0.0000000E+00   2.2849527E+00
   1.9060000E-03   2.6272577E+00   8.1040143E-01   2.2849527E+00
   1.9060000E-03   2.2716661E+00   1.5487949E+00   2.2849527E+00
   1.9060000E-03   1.7142252E+00   2.1495709E+00   2.2849527E+00
   1.9060000E-03   1.0044706E+00   2.5593485E+00   2.2849527E+00
   1.9060000E-03   2.0546424E-01   2.7417165E+00   2.2849527E+00
   1.9060000E-03  -6.1180068E-01   2.6804724E+00   2.2849527E+00
   1.9060000E-03  -1.3747020E+00   2.3810547E+00   2.2849527E+00
   1.9060000E-03  -2.0154570E+00   1.8700709E+00   2.2849527E+00
   1.9060000E-03  -2.4771284E+00   1.1929217E+00   2.2849527E+00
   1.9060000E-03  -2.7186959E+00   4.0977763E-01   2.2849527E+00
   1.9060000E-03  -2.7186959E+00  -4.0977763E-01   2.2849527E+00
   1.9060000E-03  -2.4771284E+00  -1.1929217E+00   2.2849527E+00
   1.9060000E-03  -2.0154570E+00  -1.8700709E+00   2.2849527E+00
   1.9060000E-03  -1.3747020E+00  -2.3810547E+00   2.2849527E+00
   1.9060000E-03  -6.1180068E-01  -2.6804724E+00   2.2849527E+00
   1.9060000E-03   2.0546424E-01  -2.7417165E+00   2.2849527E+00
   1.9060000E-03   1.0044706E+00  -2.5593485E+00   2.2849527E+00
   1.9060000E-03   1.7142252E+00  -2.1495709E+00   2.2849527E+00
   1.9060000E-03   2.2716661E+00  -1.5487949E+00   2.2849527E+00
   1.9060000E-03   2.6272577E+00  -8.1040143E-01   2.2849527E+00
  -1.1720000E-03   3.0665623E+00   0.0000000E+00   1.5192660E+00
  -1.1720000E-03   2.9620718E+00   7.9368492E-01   1.5192660E+00
  -1.1720000E-03   2.6557207E+00   1.5332821E+00   1.5192660E+00
  -1.1720000E-03   2.1683869E+00   2.1683869E+00   1.5192660E+00
  -1.1720000E-03   1.5332821E+00   2.6557207E+00   1.5192660E+00
  -1.1720000E-03   7.9368492E-01   2.9620718E+00   1.5192660E+00
  -1.1720000E-03   0.0000000E+00   3.0665623E+00   1.5192660E+00
  -1.1720000E-03  -7.9368492E-01   2.9620718E+00   1.5192660E+00
  -1.1720000E-03  -1.5332821E+00   2.6557207E+00   1.5192660E+00
  -1.1720000E-03  -2.1683869E+00   2.1683869E+00   1.5192660E+00
  -1.1720000E-03  -2.6557207E+00   1.5332821E+00   1.5192660E+00
  -1.1720000E-03  -2.9620718E+00   7.9368492E-01   1.5192660E+00
  -1.1720000E-03  -3.0665623E+00   0.0000000E+00   1.5192660E+00
  -1.1720000E-03  -2.9620718E+00  -7.9368492E-01   1.5192660E+00
