   10 4471    0 MOL       10   4471
                   8.5584556E-01   1.7535353E+00  -9.6917054E-01  16 ss  S1   
                  -8.5584556E-01  -1.7535353E+00  -9.6917054E-01  16 ss  S2   
                   8.5584556E-01  -3.2917231E+00   1.5537894E+00   6 c3  C1   
                   1.4097734E-01  -5.2262375E+00   1.6775948E+00   1 h1  H1   
                   2.8749781E+00  -3.3394501E+00   1.1424093E+00   1 h1  H2   
                   5.3851333E-01  -2.3558364E+00   3.3639787E+00   1 h1  H3   
                  -8.5584556E-01   3.2917231E+00   1.5537894E+00   6 c3  C2   
                  -1.4097734E-01   5.2262375E+00   1.6775948E+00   1 h1  H4   
                  -2.8749781E+00   3.3394501E+00   1.1424093E+00   1 h1  H5   
                  -5.3851333E-01   2.3558364E+00   3.3639787E+00   1 h1  H6   
   1.5000000E-04   3.1707599E+00   1.7535353E+00   3.0403783E+00
   2.1550000E-03   3.0311526E+00   2.5452833E+00   3.0403783E+00
   8.0090000E-03   2.6291720E+00   2.6553674E-01   3.0403783E+00
   1.9510000E-03   3.0311526E+00   9.6178738E-01   3.0403783E+00
  -7.7530000E-03   3.8318409E+00   1.7535353E+00   2.5774842E+00
  -5.3620000E-03   3.7214827E+00   2.5564497E+00   2.5774842E+00
  -3.9200000E-04   3.3985947E+00   3.2998150E+00   2.5774842E+00
  -2.2110000E-03   3.3985947E+00   2.0725570E-01   2.5774842E+00
  -6.7560000E-03   3.7214827E+00   9.5062099E-01   2.5774842E+00
  -1.4083000E-02   4.4025003E+00   1.7535353E+00   2.0068266E+00
  -1.1717000E-02   4.3135774E+00   2.5427397E+00   2.0068266E+00
  -6.9050000E-03   4.0512702E+00   3.2923713E+00   2.0068266E+00
  -3.7700000E-04   3.6287312E+00   3.9648379E+00   2.0068266E+00
   7.5530000E-03   3.0671481E+00   4.5264210E+00   2.0068266E+00
  -9.3420000E-03   4.0512702E+00   2.1469933E-01   2.0068266E+00
  -1.3391000E-02   4.3135774E+00   9.6433095E-01   2.0068266E+00
  -1.8791000E-02   4.8653944E+00   1.7535353E+00   1.3457438E+00
  -1.6652000E-02   4.7883521E+00   2.5357591E+00   1.3457438E+00
  -1.2217000E-02   4.5601866E+00   3.2879229E+00   1.3457438E+00
  -6.0850000E-03   4.1896642E+00   3.9811216E+00   1.3457438E+00
   1.2260000E-03   3.6910241E+00   4.5887158E+00   1.3457438E+00
   9.7820000E-03   3.0834319E+00   5.0873540E+00   1.3457438E+00
  -1.4157000E-02   4.5601866E+00   2.1914774E-01   1.3457438E+00
  -1.8104000E-02   4.7883521E+00   9.7131160E-01   1.3457438E+00
  -2.1883000E-02   5.2064615E+00   1.7535353E+00   6.1432535E-01
  -2.0012000E-02   5.1323843E+00   2.5529593E+00   6.1432535E-01
  -1.5914000E-02   4.9126734E+00   3.3251600E+00   6.1432535E-01
  -1.0149000E-02   4.5548141E+00   4.0438398E+00   6.1432535E-01
  -3.2660000E-03   4.0709895E+00   4.6845268E+00   6.1432535E-01
   4.3690000E-03   3.4776779E+00   5.2254023E+00   6.1432535E-01
  -8.9740000E-03   4.5548141E+00  -5.3676911E-01   6.1432535E-01
  -1.6986000E-02   4.9126734E+00   1.8191258E-01   6.1432535E-01
  -2.1032000E-02   5.1323843E+00   9.5411131E-01   6.1432535E-01
  -2.3497000E-02   5.4153367E+00   1.7535353E+00  -1.6520929E-01
  -2.2078000E-02   5.3460669E+00   2.5452833E+00  -1.6520929E-01
  -1.8657000E-02   5.1403646E+00   3.3129731E+00  -1.6520929E-01
  -1.3710000E-02   4.8044809E+00   4.0332819E+00  -1.6520929E-01
  -7.7480000E-03   4.3486185E+00   4.6843208E+00  -1.6520929E-01
  -1.2430000E-03   3.7866292E+00   5.2463083E+00  -1.6520929E-01
   5.4800000E-03   3.1355902E+00   5.7021707E+00  -1.6520929E-01
   1.2409000E-02   2.4152834E+00   6.0380563E+00  -1.6520929E-01
  -1.1866000E-02   4.8044809E+00  -5.2620932E-01  -1.6520929E-01
  -1.8781000E-02   5.1403646E+00   1.9409754E-01  -1.6520929E-01
  -2.2513000E-02   5.3460669E+00   9.6178738E-01  -1.6520929E-01
  -2.3897000E-02   5.4856742E+00   1.7535353E+00  -9.6917054E-01
  -2.2981000E-02   5.4190784E+00   2.5359802E+00  -9.6917054E-01
