   15 5155    0 MOL       15   5155
                   3.9189931E+00   1.1094997E+00   0.0000000E+00   7 na  N1   
                   1.3400803E+00   1.4617579E+00   0.0000000E+00   6 ca  C1   
                   3.3842536E-01  -9.8004969E-01   0.0000000E+00   6 ca  C2   
                   2.2329399E+00  -2.7831809E+00   0.0000000E+00   7 nc  N2   
                   4.3246341E+00  -1.4666787E+00   1.8897260E-06   6 cd  C3   
                  -2.3203530E+00  -1.1497320E+00   1.8897260E-06   6 ca  C4   
                  -3.6759951E+00   9.9296786E-01   0.0000000E+00   7 nb  N3   
                  -2.4456550E+00   3.2099849E+00   0.0000000E+00   6 ca  C5   
                   3.9767394E-02   3.6260270E+00   0.0000000E+00   7 nb  N4   
                  -3.6407215E+00   4.8778155E+00   1.8897260E-06   1 h5  H1   
                  -3.5457666E+00  -3.3932128E+00  -1.8897260E-06   7 nh  N5   
                   5.2344257E+00   2.4886671E+00   3.7794520E-06   1 hn  H2   
                   6.2095602E+00  -2.2494618E+00   1.8897260E-06   1 h5  H3   
                  -2.5682775E+00  -5.0233395E+00   3.7794520E-06   1 hn  H4   
                  -5.4473430E+00  -3.4100918E+00   3.7794520E-06   1 hn  H5   
   3.1090000E-03   3.9189931E+00   1.1094997E+00   3.9684246E+00
   6.8010000E-03   4.6931931E+00   1.1094997E+00   3.8921722E+00
   5.7460000E-03   4.3060922E+00   1.7799764E+00   3.8921722E+00
   2.2140000E-03   3.5318922E+00   1.7799764E+00   3.8921722E+00
   1.2600000E-03   3.1447913E+00   1.1094997E+00   3.8921722E+00
   2.4340000E-03   3.5318922E+00   4.3902114E-01   3.8921722E+00
   4.7390000E-03   4.3060922E+00   4.3902114E-01   3.8921722E+00
   1.2459000E-02   5.4376431E+00   1.1094997E+00   3.6663462E+00
   1.3130000E-02   5.2341819E+00   1.8688237E+00   3.6663462E+00
   1.0786000E-02   4.6783172E+00   2.4246885E+00   3.6663462E+00
   5.8340000E-03   3.9189931E+00   2.6281496E+00   3.6663462E+00
   1.5080000E-03   3.1596672E+00   2.4246885E+00   3.6663462E+00
   2.2390000E-03   2.6038024E+00   3.5017378E-01   3.6663462E+00
   3.1740000E-03   3.1596672E+00  -2.0569100E-01   3.6663462E+00
   1.0369000E-02   5.2341819E+00   3.5017378E-01   3.6663462E+00
   2.0060000E-02   6.1237308E+00   1.1094997E+00   3.2996241E+00
   2.2096000E-02   5.9748506E+00   1.9059417E+00   3.2996241E+00
   2.1871000E-02   5.5483130E+00   2.5948224E+00   3.2996241E+00
   1.7757000E-02   4.9017281E+00   3.0830993E+00   3.2996241E+00
   1.0547000E-02   4.1224202E+00   3.3048322E+00   3.2996241E+00
   3.2270000E-03   3.3156376E+00   3.2300727E+00   3.2996241E+00
   1.7669000E-02   5.9748506E+00   3.1305579E-01   3.2996241E+00
   2.9239000E-02   6.7250926E+00   1.1094997E+00   2.8060995E+00
   3.2735000E-02   6.6114256E+00   1.9000685E+00   2.8060995E+00
   1.7308000E-02   4.3183414E+00   3.8870360E+00   2.8060995E+00
   6.3860000E-03   3.5196430E+00   3.8870360E+00   2.8060995E+00
   2.6603000E-02   6.6114256E+00   3.1892906E-01   2.8060995E+00
   3.9143000E-02   7.2186172E+00   1.1094997E+00   2.2047376E+00
   7.2050000E-03   3.5212663E+00   4.3850657E+00   2.2047376E+00
   3.6320000E-02   7.1227363E+00   3.1984746E-01   2.2047376E+00
   3.9143000E-02   7.2186172E+00   1.1094997E+00  -2.2047395E+00
   7.2050000E-03   3.5212663E+00   4.3850657E+00  -2.2047395E+00
